coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Sat Sep 11 13:06:13 +0000 2021,,,https://medianarodowe.com/2021/09/11/lem-najwiekszy-polski-filozof-drugiej-polowy-xx-wieku-opinia/,5,1436677461241180162,,,,pl,,false,,1,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Lem – największy polski filozof drugiej połowy XX wieku [OPINIA] https://t.co/TLwx3M5Z80,https://twitter.com/MediaNarodoweMN/status/1436677461241180162,Thu Mar 23 06:57:40 +0000 2017,844805327254011905,false,"Obserwuj naszych dziennikarzy: @MichalJelonek, @jan_bodakowski, @AgaJarczyk, @MichalMurgrabia, @Pawel_Kubala, @Oli_Pochwat",1227,36361,119,92,,Media Narodowe,MediaNarodoweMN,35139,,https://medianarodowe.com,false
,Sun Sep 12 05:34:56 +0000 2021,,https://twitter.com/Agniesz61796740/status/1436926278318309379/photo/1,,65,1436926278318309379,,,,pl,,false,,4,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Człowiek wyruszył na spotkanie innych światów, innych cywilizacji, nie poznawszy do końca własnych zakamarków, ślepych dróg, studni, zabarykadowanych, ciemnych drzwi. 
/Stanisław Lem/

Pięknego dnia Kochani. 
Dzień dobry! 🍃☕🍂 https://t.co/dL7NIy7aYU",https://twitter.com/Agniesz61796740/status/1436926278318309379,Thu Aug 29 07:35:12 +0000 2019,1166977530232016896,false,"Ja i TT to trochę eksperyment. Wrażenia? Prawdziwe życie jest gdzie indziej. Książki, dobre kino i muzyka.
Wspieram LGBT🏳‍🌈
#FBPE #NoHate #TeamLewitacja",244522,2396,1805,8,,Agnieszka,Agniesz61796740,55381,,,false
,Sat Sep 11 15:17:55 +0000 2021,,https://twitter.com/kawecki_maciej/status/1436710602991407110/photo/1,,12,1436710602991407110,,,,pl,,false,,3,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Trwa dyskusja z prof. Stanisławem Beresiem, Ewą Lipską i sekretarzem Lema Wojciechem Zemkiem. O Ewie Lipskiej Lem pisał ""Ewa to dla mnie pierwsza lokata w poesji, Szymorska druga"". Ewa Lipska ""Lem traktował internet z pogardą uznając go, za sprawcę analfabetyzmu"". @LemaInstytut https://t.co/UTMrwbRxw0",https://twitter.com/kawecki_maciej/status/1436710602991407110,Sat Jan 21 11:46:19 +0000 2017,822772308339281920,false,Digital EU Ambassador |Technology passionate | Blog https://t.co/Wiu4EcOPee,9235,29753,173,153,Polska,Maciej Kawecki,kawecki_maciej,7829,,https://www.linkedin.com/in/maciejkawecki,false
,Sun Sep 12 04:56:53 +0000 2021,,https://twitter.com/Aleksan22534737/status/1436916704513335296/photo/1,,8,1436916704513335296,,,,pl,,false,,4,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",12 września 1921 na Ukrainie ur się Stanisław Lem. Pisarz  filozof krytyk https://t.co/VEA5wGgaeG,https://twitter.com/Aleksan22534737/status/1436916704513335296,Sun Aug 25 07:52:30 +0000 2019,1165531840255614976,false,Historia film teatr polityka. Demokracja konstytucja to podstawy państwa. Zagorzały antypisowiec. Fan Jamesa Bonda,52109,5423,5436,21,"Warszawa, Polska",Alex#Silni Razem (22) 2922597 ***** ***,Aleksan22534737,34206,,,false
,Sun Sep 12 06:59:06 +0000 2021,,https://twitter.com/kawecki_maciej/status/1436947461252190209/photo/1,https://cutt.ly/HWNVShe,48,1436947461252190209,,,,pl,,false,,10,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","W akcie urodzenia Lema widnieje data 12 września 1921. Formalnie to równo 100 lat temu urodził się Lem! Dziś mamy wielki zaszczyt udostępnić Państwu statuetkę im. S. Lema ""Planeta Lem"" która począwszy od tego roku będzie wyróżniała wielkich. Więcej: https://t.co/SnvqOyQc0i https://t.co/7hBSzeq8Df",https://twitter.com/kawecki_maciej/status/1436947461252190209,Sat Jan 21 11:46:19 +0000 2017,822772308339281920,false,Digital EU Ambassador |Technology passionate | Blog https://t.co/Wiu4EcOPee,9235,29753,173,153,Polska,Maciej Kawecki,kawecki_maciej,7829,,https://www.linkedin.com/in/maciejkawecki,false
,Sun Sep 12 06:46:03 +0000 2021,,,,2,1436944175333842945,RadekZKraka,1436939174666543106,839443549,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@RadekZKraka Lem to jest gość.,https://twitter.com/krzysztofgol1/status/1436944175333842945,Thu Jul 02 07:25:29 +0000 2015,3354579855,false,"🇵🇱🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺
Aktualnie wyjechany od jakiegoś czasu. Normalny, chyba. Czasami fotografuję.
Edinburgh. Scotland.
 Instagram : krzysztofgol
#SilniRazem",21109,704,1275,11,,Krzysztof Golebiowski #SilniRazem,krzysztofgol1,15437,,,false
,Sun Sep 12 06:10:00 +0000 2021,Lem,,https://issuu.com/msz.gov.pl/docs/lems_bestiary_illustrated_by_mroz,5,1436935103163207680,,,,pl,,false,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","🎂 W 100. rocznicę urodzin Stanisława #Lem, słynnego🇵🇱  pisarza science-fiction, zanurz się w jego fantastyczny świat zilustrowany przez Daniela Mroza, wybitnego polskiego grafika. 

👉Odkryj wystawę przedstawiającą Bestiariusz Lema według Mroza: https://t.co/7dKHhdGfTj",https://twitter.com/PLinLviv/status/1436935103163207680,Thu Mar 22 07:06:54 +0000 2012,532901162,false,Konsulat Generalny Rzeczypospolitej Polskiej we Lwowie / Генеральне консульство Республіки Польща у Львові,2812,2954,209,48,Ukraina / Україна,PLinLviv,PLinLviv,7694,,http://www.gov.pl/ukraina,true
,Sat Sep 11 20:16:39 +0000 2021,readlist2021pl,https://twitter.com/Nessie12129985/status/1436785783533408258/photo/1,,11,1436785783533408258,,,,pl,,false,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","49/52 Stanisław Lem, Jon J Muth - Podróż Siódma, Wydawnictwo Literackie, 2021. Ciekawa pod względem graficznym komiksowa adaptacja jednego z opowiadań Lema. #readlist2021pl https://t.co/urTn5P0ZHz",https://twitter.com/Nessie12129985/status/1436785783533408258,Mon Feb 01 13:12:02 +0000 2021,1356228758336843776,false,📖🫖🏒🏎🎧,744,11,23,0,,Nessie,Nessie12129985,146,,,false
,Sat Sep 11 20:30:37 +0000 2021,,,https://twitter.com/OldPersonOnline/status/1436400780861378564,1,1436789295898054667,,,,pl,,false,1436400780861378564,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",fiasko by stanisław lem https://t.co/CBhFZFBkLF,https://twitter.com/homodomor/status/1436789295898054667,Mon Jul 17 08:33:34 +0000 2017,886866451751161858,false,"strange girl from another world, post-cigarette individual, delicate thing, nullified angel hated by christ, please send help my cat is possessed🐈‍⬛",72127,132,323,0,Δ BoundlessCorruptedFortWalls,極🕷️elk🕸️,homodomor,65451,,,false
,Sun Sep 12 06:11:03 +0000 2021,,https://twitter.com/APPiotr/status/1436935368121716740/photo/1,,3,1436935368121716740,Agniesz61796740,1436926278318309379,1166977530232017000,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Agniesz61796740 Dzień dobry Agnieszko! ☕️🌹

Filozofia przypadku - S. Lem https://t.co/tXckTgdf06",https://twitter.com/APPiotr/status/1436935368121716740,Sun Jun 03 07:49:01 +0000 2012,598125560,false,"Polityka, rock, fantasy

Felietony @TAKtoWIDZIMY / https://t.co/zO4UzDA7ZP

https://t.co/MgD1FSTve6",144866,2937,2455,4,Polska,Piotr Wesołowski,APPiotr,96482,,,false
,Sat Sep 11 13:29:13 +0000 2021,,,,0,1436683247715508224,mbukows,1436681346114629633,2776515271,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@mbukows @elonmusk Lem to opisał kiedyś i że następstwem będzie szum informacyjny, który nas zniszczy.",https://twitter.com/Szumpeter/status/1436683247715508224,Wed Aug 11 16:53:25 +0000 2021,1425500576633266186,false,"Każdemu bowiem, kto ma, będzie dodane, tak że nadmiar mieć będzie. Temu zaś, kto nie ma, zabiorą nawet to, co ma.",7896,108,760,19,"Graz, Austria",Joseph,Szumpeter,15824,,,false
,Sun Sep 12 05:21:57 +0000 2021,,https://twitter.com/Aleksan22534737/status/1436916704513335296/photo/1,,0,1436923010443776004,,,,pl,,false,,4,1436916704513335296,Aleksan22534737,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",12 września 1921 na Ukrainie ur się Stanisław Lem. Pisarz  filozof krytyk https://t.co/VEA5wGgaeG,https://twitter.com/AgentChy/status/1436923010443776004,Fri Apr 01 12:14:13 +0000 2011,275505052,false,,2344,659,1978,22,,FEDagent,AgentChy,22996,,,false
,Sat Sep 11 13:17:54 +0000 2021,,,,0,1436680400848424970,,,,pl,,,1436640999783211011,5,1436677011389526016,StZerko,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Stanisław Lem: Redukcja zaludnienia planety do jakichś dwu miliardów rychło by załatwiła nam wszystkie problemy, razem z eksplozją bezrobocia"". https://t.co/Z48AvrsD1E",https://twitter.com/123mikser/status/1436680400848424970,Mon Jan 30 18:18:12 +0000 2017,826132420697153537,false,"""Człowiek musi jeść, pić i ubierać się; reszta jest szaleństwem.""

- Stanisław Lem",102331,924,798,29,,ThermoMixerr,123mikser,73470,,,false
,Sat Sep 11 16:55:08 +0000 2021,,,,0,1436735070249918464,kwisc_,1436729412448313346,1019500525,pl,,,,0,,,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@kwisc_ @Wonziu @SledziuStream Też kiedyś myślałem, że Lem tu się mylił ale jednak nie. Miał rację. Polecam
„Po piśmie” Dukaja i dzięki za namiar na dyskusje, chętnie obejrzę (bo przecież nie przeczytam prawda? ;) )",https://twitter.com/MaciejPrzerwa/status/1436735070249918464,Tue Mar 30 11:55:14 +0000 2010,127841911,false,,16097,139,235,18,,Maciej Przerwa,MaciejPrzerwa,10817,,,false
,Sun Sep 12 06:52:30 +0000 2021,,,,0,1436945798625996803,,,,pl,,,,20,1436944622874472451,GrzelinskMa,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","100 lat temu urodził się STANISŁAW LEM, prozaik, eseista, filozof, ale przede wszystkim genialny futurolog, który przewidział dzisiejsze czasy:
 "" Nie ma takich bredni, w które ludzie nie byliby w stanie uwierzyć. "" https://t.co/ISsDOsPkUR",https://twitter.com/marek14618246/status/1436945798625996803,Wed Nov 18 17:55:16 +0000 2020,1329120958108626944,true,"Gdy wziąć pod uwagę wykształcenie, PiS zdecydowanie zwyciężył wśród wyborców po podstawówce (63,8 proc.) i zawodówce (63,9 proc.).",14526,89,401,0,,marek,marek14618246,5346,,,false
,Sun Sep 12 05:11:32 +0000 2021,,,,64,1436920392678092802,,,,pl,,,,5,,,"<a href=""https://twitter.com/dkodr"" rel=""nofollow"">SheetyBot</a>","Urodzeni tego dnia:
1921 - Stanisław Lem
1957 - Hans Zimmer
1976 - Maciej Żurawski
1985 - Paulina Przybysz",https://twitter.com/zkalendarza/status/1436920392678092802,Thu Jun 07 19:43:21 +0000 2012,602143823,false,"Informacje o świętach (również i tych nietypowych), obchodzonych imieninach i urodzinach znanych osób · Opiekun @dkodr",103,56719,6,74,,Kartka z kalendarza,zkalendarza,9332,,https://buycoffee.to/dkodr,false
,Sun Sep 12 06:57:42 +0000 2021,,https://twitter.com/LemaInstytut/status/1436947108947431426/photo/1,https://cutt.ly/HWNVShe,119,1436947108947431426,,,,pl,,false,,36,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","W akcie urodzenia Lema widnieje data 12 września 1921. Formalnie to równo 100 lat temu urodził się Lem! Dziś mamy wielki zaszczyt udostępnić Państwu statuetkę im. S. Lema ""Planeta Lem"" która począwszy od tego roku będzie wyróżniała wielkich. Więcej: https://t.co/kD34S88cKD https://t.co/62MRZQHNJw",https://twitter.com/LemaInstytut/status/1436947108947431426,Sun Mar 01 19:07:42 +0000 2020,1234193505649557511,false,"Oficjalny profil Instytutu Polska Przyszłości im. Stanisława Lema I https://t.co/PGiszaOrME I https://t.co/u1k9ENeyEQ
Kontakt: biuro@instytutlema.pl",997,4556,76,12,,Instytut Lema,LemaInstytut,452,,,false
,Sat Sep 11 13:08:41 +0000 2021,,,,2,1436678082123939850,yrizona_,1436677641646522371,1297897064383348700,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@yrizona_ Stanisław Lem przewidział degrowth, ale populacji.",https://twitter.com/Jeszcze_Raz/status/1436678082123939850,Thu Dec 13 13:44:44 +0000 2018,1073212122216181761,false,"Rzekł do niej Jezus: Ja jestem zmartwychwstaniem i życiem. Kto we Mnie wierzy, choćby i umarł, żyć będzie.",160198,980,486,23,"Warszawa, Polska",/ɑ̃kɔʀ/ 🇵🇱🌈❤️‍🔥,Jeszcze_Raz,97948,,,false
,Sat Sep 11 15:55:50 +0000 2021,,,,0,1436720148199641091,,,,pl,,,,3,1436710602991407110,kawecki_maciej,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Trwa dyskusja z prof. Stanisławem Beresiem, Ewą Lipską i sekretarzem Lema Wojciechem Zemkiem. O Ewie Lipskiej Lem pisał ""Ewa to dla mnie pierwsza lokata w poesji, Szymorska druga"". Ewa Lipska ""Lem traktował internet z pogardą uznając go, za sprawcę analfabetyzmu"". @LemaInstytut https://t.co/UTMrwbRxw0",https://twitter.com/chaliela0308/status/1436720148199641091,Thu Nov 10 11:37:37 +0000 2016,796678190618079232,false,"Terapeuta zajęciowy.

Tempom mutantur et nos mutamur in illis - czasy się zmieniają i my zmieniamy się wraz z nimi.",22924,139,157,0,,Eli,chaliela0308,4535,,,false
,Sat Sep 11 19:53:04 +0000 2021,,,,0,1436779849201369095,,,,pl,,,1436706295667691520,11,1436762810168619020,ArchiMed2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Nie Lem, Tatarkiewicz, Kotarbinski, nie Osiecka, Mlynarski, nie Szymborska, Milosz, nie Wajda, nie Holoubek, Dejmek, nie Mazowiecki, Geremek, nie Edelman, Skalski, nie Giedroyc.
Uosobieniem ciaglosci naszego panstwa jest przedwojenny antysemita w kiecce.
Do dupy z takim panstwem. https://t.co/6hP48wsUnX",https://twitter.com/oflandh/status/1436779849201369095,Mon Jul 24 10:40:45 +0000 2017,889435175578468352,false,"„Uważaj na swoje myśli, stają się słowami. Uważaj na swoje słowa, stają się czynami. Uważaj na swoje czyny, stają się nawykami. Uważaj na swoje.....” – Lao Tze",33380,495,954,4,,💢💢💢 Enlaximus Cent🗽👉8*,oflandh,17549,,,false
,Sat Sep 11 10:11:23 +0000 2021,,https://twitter.com/kawecki_maciej/status/1436633460660187141/photo/1,,18,1436633460660187141,,,,pl,,false,,4,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wojciech Orliński wspaniały biograf Lema rozpoczyna właśnie wycieczkę śladami Lema po Krakowie. Pierwszy punkt Rynek Główny 25 i była siedziba Wydawnictwa Literackiego! O tym jak Lem do perfekcji opanował walkę z cenzurą, zachowując do końca uczciwość względem swoich poglądów! https://t.co/KtzRs6rOg3",https://twitter.com/kawecki_maciej/status/1436633460660187141,Sat Jan 21 11:46:19 +0000 2017,822772308339281920,false,Digital EU Ambassador |Technology passionate | Blog https://t.co/Wiu4EcOPee,9235,29753,173,153,Polska,Maciej Kawecki,kawecki_maciej,7829,,https://www.linkedin.com/in/maciejkawecki,false
,Sun Sep 12 06:54:34 +0000 2021,,,,0,1436946320154107907,,,,pl,,,,3,1436944583984914432,JerzySkoczylas,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","2/2 niesamowite rzeczy. Lem nie wiedział, jakie konkretnie. Wymyślał to na bieżąco. Nazywał to pytaniem samego siebie, co dalej.",https://twitter.com/zachariaszeu/status/1436946320154107907,Wed Apr 30 20:06:01 +0000 2014,2519703819,false,Ponury optymista. Euroentuzjasta. Więcej myślę o przyszłości niż o przeszłości. Uwielbiam skandynawskie seriale kryminalne #SilniRazem,8274,936,959,10,Poland,Zachariasz,zachariaszeu,46645,,,false
,Sun Sep 12 06:55:18 +0000 2021,,,https://dzieje.pl/kultura-i-sztuka/100-lat-temu-urodzil-sie-stanislaw-lem-pisarz-futurolog-filozof-patron-roku-2021,0,1436946505630461952,,,,pl,,false,,24,1436934416882966532,dziejepl,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","100 lat temu urodził się Stanisław Lem – pisarz, futurolog, filozof, patron roku 2021
https://t.co/EismHva1YH https://t.co/HiGZ4buLi6",https://twitter.com/Kicius_The_Cat/status/1436946505630461952,Sun Aug 16 05:43:54 +0000 2015,3316498746,false,"Veritas odium parit. ...""Pan Narodu, margrabio, nie zmienisz, tu rozsądku rzadko się używa""... If like - please re-tweet... Jak lubisz - re-tweet.. (993/W)",36648,487,1196,7,,Kicius 🇵🇱,Kicius_The_Cat,239354,,,false
,Sun Sep 12 06:11:42 +0000 2021,,,,0,1436935531670159362,,,,pl,,,,5,1436920392678092802,zkalendarza,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Urodzeni tego dnia:
1921 - Stanisław Lem
1957 - Hans Zimmer
1976 - Maciej Żurawski
1985 - Paulina Przybysz",https://twitter.com/artix1969/status/1436935531670159362,Sat Jan 17 09:30:54 +0000 2015,2982324239,false,licencjat korespondencyjny z optyki fourierowskiej,214007,1383,4856,6,wieś borki,artur tadeusz,artix1969,43069,,,false
,Sat Sep 11 13:04:26 +0000 2021,,,https://twitter.com/StZerko/status/1436640999783211011,33,1436677011389526016,,,,pl,,false,1436640999783211011,5,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Stanisław Lem: Redukcja zaludnienia planety do jakichś dwu miliardów rychło by załatwiła nam wszystkie problemy, razem z eksplozją bezrobocia"". https://t.co/Z48AvrsD1E",https://twitter.com/StZerko/status/1436677011389526016,Fri Nov 04 09:22:19 +0000 2011,404708920,false,,77647,35104,751,141,,Stanisław Żerko,StZerko,306916,,,false
,Sat Sep 11 15:41:40 +0000 2021,,,,0,1436716581418115073,StZerko,1436640999783211011,404708920,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@StZerko Trzy litery a taka moc LEM !!!,https://twitter.com/gbrowals/status/1436716581418115073,Sat Nov 14 01:02:33 +0000 2015,4182735916,false,"""A ja myślę, że całe zło tego świata bierze się z myślenia. Zwłaszcza w wykonaniu ludzi całkiem ku temu nie mających predyspozycji""",8299,91,815,2,"Gdańsk, Polska",Grzegorz Browalski,gbrowals,7374,,,false
,Sat Sep 11 18:18:13 +0000 2021,,https://twitter.com/Dariusz_Jaqub/status/1436755979669065731/photo/1,,0,1436755979669065731,b_chaberski,1436658672072077319,1361001334858780700,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@b_chaberski @mlodalewica_ @wiosnawarszawa @MarekSzolc @__Lewica Zostań pe/da/łem i dawaj dupy na prawo i lewo jak wam mało!!! https://t.co/Me4i6TuCq0,https://twitter.com/Dariusz_Jaqub/status/1436755979669065731,Mon Apr 01 13:40:30 +0000 2019,1112711334083346432,false,"Ktoś zawsze nad nami czuwa.
26🎂Maj
STOP Aborcji!!
я говорю и понимаю :)",265630,1196,1247,12,Sos-Kr.,Dariusz Jod,Dariusz_Jaqub,33394,,,false
,Sun Sep 12 06:22:15 +0000 2021,,,https://dzieje.pl/kultura-i-sztuka/100-lat-temu-urodzil-sie-stanislaw-lem-pisarz-futurolog-filozof-patron-roku-2021,0,1436938185842561030,,,,pl,,false,,24,1436934416882966532,dziejepl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","100 lat temu urodził się Stanisław Lem – pisarz, futurolog, filozof, patron roku 2021
https://t.co/EismHva1YH https://t.co/HiGZ4buLi6",https://twitter.com/lukasz_sawicki/status/1436938185842561030,Fri Jun 11 07:20:56 +0000 2021,1403250840824160258,false,#fotografia #kolej #komunikacja #literatura,1856,92,152,1,"Warszawa, Polska",Łukasz Sawicki,lukasz_sawicki,271,,,false
,Sun Sep 12 06:12:56 +0000 2021,,,https://dzieje.pl/kultura-i-sztuka/100-lat-temu-urodzil-sie-stanislaw-lem-pisarz-futurolog-filozof-patron-roku-2021,0,1436935842707165186,,,,pl,,false,,24,1436934416882966532,dziejepl,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","100 lat temu urodził się Stanisław Lem – pisarz, futurolog, filozof, patron roku 2021
https://t.co/EismHva1YH https://t.co/HiGZ4buLi6",https://twitter.com/raistand/status/1436935842707165186,Tue Oct 25 09:41:08 +0000 2011,397907977,false,"Ja tu wypisuję przede wszystkim o grach. Ostrzegam, że czasem trafi się też coś politycznego.",2268,489,2503,80,Polska,raistand 🐥,raistand,95933,,,false
,Sat Sep 11 15:21:37 +0000 2021,,,,2,1436711535502573571,KawiorPrawicy,1436707112990695429,738840283102773200,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@KawiorPrawicy Bo wtedy Lem był na topie, cała fizyka na papierze w nudnych książkach.",https://twitter.com/zych_sebastian/status/1436711535502573571,Mon Jul 24 23:15:41 +0000 2017,889625162240471043,false,"Psycholog, niestrudzony symetrysta, miłośnik 🎸 🍯 ⚽
https://t.co/glBEmMyaJj
https://t.co/x8dr9Di5Ql",51377,191,210,0,"Czeladź, Polska",Sebastian Zych,zych_sebastian,8813,,,false
,Sat Sep 11 10:46:52 +0000 2021,,,,0,1436642390392123392,,,,pl,,,,4,1436633460660187141,kawecki_maciej,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Wojciech Orliński wspaniały biograf Lema rozpoczyna właśnie wycieczkę śladami Lema po Krakowie. Pierwszy punkt Rynek Główny 25 i była siedziba Wydawnictwa Literackiego! O tym jak Lem do perfekcji opanował walkę z cenzurą, zachowując do końca uczciwość względem swoich poglądów! https://t.co/KtzRs6rOg3",https://twitter.com/Joanna34874942/status/1436642390392123392,Sun Jul 12 08:17:53 +0000 2020,1282227592192495617,false,"Białostoczanka, inżynier, córka „Pika”, porucznika AK, dowódcy batalionu WiN.",37370,1644,1760,9,,Joanna Łempicka 2-gie konto🇵🇱🇵🇱🇵🇱,Joanna34874942,24255,,,false
,Sun Sep 12 06:00:01 +0000 2021,,,,2,1436932592750694405,yyaann17,1436249167232479238,2362616659,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@yyaann17 @JacynaWitt Nie ma takich bredni, w które ludzie nie byliby w stanie uwierzyć...
Stanisław Lem

.",https://twitter.com/zbigcalk/status/1436932592750694405,Sun Feb 02 12:59:45 +0000 2014,2323749181,false,"Prawdziwy akt odkrycia nie polega na odnajdywaniu nowych lądów, lecz na patrzeniu na stare w nowy sposób... 
Marcel Proust (1871-1922)",12957,1111,723,3,,Zbyszek Calkiewicz,zbigcalk,61670,,,false
,Sun Sep 12 06:07:09 +0000 2021,Lem100 Lem,,,0,1436934388181315584,,,,pl,,,1436742673554153476,1,1436934271013462020,pRUSZKIEWICZ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sobota w Sztokholmie pod znakiem #Lem100 . @PLinstStockholm rozpoczął obchody 100. rocznicy urodzin #Lem od pokazu filmów Maska Brulińskiej i Kongres Folmana. 
O inspiracji Lemem 🇸🇪publiczności opowiedziała reżyserka i aktorka Hanka Brulińska.
#RokLema #Lemoteka 
@adamskilukasz1 https://t.co/8ciAwc9aPP https://t.co/g1VCRJ9EWN",https://twitter.com/adamskilukasz1/status/1436934388181315584,Wed Dec 02 07:42:33 +0000 2015,4348348577,false,"Krytykuję filmy, seriale i poprawność polityczną. Podobno umiem pisać więc dali mi Złotą Rybę. im Macieja Rybińskiego i nagrodę PISF dla krytyka roku.",11641,4331,775,27,,Łukasz Adamski,adamskilukasz1,9536,,,false
,Sat Sep 11 07:58:22 +0000 2021,,,,0,1436599989766086659,,,,pl,,,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ps34
KOCHANOWSKI
4
Szu­ka­łem Go a On ucho ku mnie skło­nił
I we wszyt­kich trwo­gach mo­ich mię obro­nił
Weń pa­trz­cie bę­dzie­cie pra­wie roz­świe­ce­ni
A być nie mo­że­cie ni­g­dy za­wsty­dze­ni

Ten ubo­gi wo­łał a Pan go ra­to­wał
I w nie­szczę­ściu jego wcale go za­cho­wał",https://twitter.com/zwyklyPolak/status/1436599989766086659,Sun Aug 18 09:11:16 +0000 2013,1680277886,false,ciekawski krytyczny kocham Polskę,381172,5545,5504,15,,zwykły Polak,zwyklyPolak,346551,,,false
,Sat Sep 11 22:07:36 +0000 2021,RokLema,,https://zupelnieinnaopowiesc.com/2021/09/12/dokrawanie-stanislaw-lem-solaris-roklema/,1,1436813705589805062,,,,pl,,false,,0,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>","Dokrawanie | Stanisław Lem, Solaris | #RokLema https://t.co/WlHl1RzYII",https://twitter.com/zio_portal/status/1436813705589805062,Wed Jun 17 10:42:15 +0000 2009,47921313,false,portal o książkach (i szeroko pojętej kulturze),1947,488,759,3,,Zupełnie Inna Opowieść,zio_portal,3959,,http://zupelnieinnaopowiesc.com,false
,Sun Sep 12 07:01:15 +0000 2021,,,,0,1436948001147215875,,,,pl,,,,20,1436944622874472451,GrzelinskMa,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","100 lat temu urodził się STANISŁAW LEM, prozaik, eseista, filozof, ale przede wszystkim genialny futurolog, który przewidział dzisiejsze czasy:
 "" Nie ma takich bredni, w które ludzie nie byliby w stanie uwierzyć. "" https://t.co/ISsDOsPkUR",https://twitter.com/Yakamoz19930171/status/1436948001147215875,Wed Jul 24 19:43:17 +0000 2019,1154114848453726213,false,,103086,860,925,8,"Łódź, Polska",Yakamoz,Yakamoz19930171,56067,,,false
,Sun Sep 12 06:47:39 +0000 2021,,,,14,1436944580230930439,,,,pl,,,,4,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","1/2 Pewnie mało kto wie, jak Lem pisał książki. Trzeba pamiętać, że było to w czasach przed komputerami.
Zasiadał do pisania mając tylko ogólny pomysł. I od razu pisał niemal na czysto.
Na przykład ""Solaris"" zaczyna się od tego, że narrator ląduje na planecie, na której dzieją",https://twitter.com/JerzySkoczylas/status/1436944580230930439,Fri Jan 23 08:55:36 +0000 2015,2993815113,false,"Nie jestem tym wrocławskim JS z dawnej ""Elity""!
Lubię reformy Balcerowicza. Nie lubię tych, którzy nie lubią tych reform. Żeby nie było, że nie wiedzieliście.",31528,7996,761,32,"Kraków, Polska",Jerzy Skoczylas,JerzySkoczylas,75874,,,false
